EID,ALTERNO,ALTDATE,ALTBE,ALTAF,TARGET
52484,05,2015-08,1000万元,1010万元,0
52484,05,2015-04,500万元,1000万元,0
52518,05,2014-12,10,15,0
52987,05,2014-09,500,5000,1
53217,05,2015-04,100,300,0
54035,05,2014-07,50,2000,1
58938,05,2015-04,200,1000,0
58950,05,2015-08,50,500,1
59526,05,2014-03,100万元,200万元,0
59526,05,2014-03,100万元,200万元,0
62021,05,2013-11,10,200,0
62021,27,2013-11,10,200,0
62097,05,2014-07,50,105,0
63065,05,2015-05,980万元,1080万元,1
63065,05,2014-12,10万元,980万元,1
63065,05,2015-05,980万元,1080万元,1
63065,05,2014-12,10万元,980万元,1
65462,05,2015-05,10,8000,0
65859,05,2015-08,3,50,0
66161,27,2013-09,3,10,0
66161,05,2013-09,3,10,0
66929,05,2015-07,301,516,0
67333,05,2015-07,50,500,0
67484,05,2015-08,100,2000,0
67484,27,2014-01,99,100,0
68522,05,2014-10,200,500,0
68690,05,2015-06,3,50,0
68690,05,2015-06,3万元,50万元,0
68690,05,2015-06,3万元,50万元,0
68690,05,2015-06,3,50,0
68690,05,2015-06,3万元,50万元,0
68690,05,2015-06,3万元,50万元,0
71170,05,2014-07,200,500,1
72600,05,2014-08,10,100,1
72600,05,2015-08,100,300,1
72999,05,2015-02,100,5000,0
75641,27,2014-01,220,1020,0
75641,05,2014-01,220,1020,0
75732,05,2014-11,2088,2245.16,1
75732,05,2014-05,588,2088,1
75732,05,2014-03,300,588,1
75787,05,2014-06,1020,1200,0
75844,05,2015-06,1000万元,7888万元,0
77898,05,2014-10,10,100,0
79463,05,2015-05,65,100,0
79463,05,2015-05,65万元,100万元,0
79463,05,2015-05,65,100,0
79463,05,2015-05,65万元,100万元,0
80905,05,2014-10,50,1000,0
81228,05,2014-06,9,50,0
81824,05,2013-11,10000,2000,0
83122,05,2015-04,3,200,0
83628,05,2014-11,30,500,0
86291,05,2013-10,500,200,0
88130,27,2013-12,57797.950662,97193.730532,0
88130,05,2013-12,57797.950662,97193.730532,0
89593,05,2014-07,10,100,0
90399,05,2014-02,50,300,0
90399,27,2014-02,50,300,0
91947,05,2014-03,10,500,0
91947,05,2014-03,10万元,500万元,0
91947,05,2014-03,10,500,0
91947,05,2014-03,10万元,500万元,0
92340,05,2014-05,10,1000,0
93426,05,2015-07,1000,16800,0
94246,05,2013-10,1500,450,1
94767,05,2014-12,50,500,0
95270,05,2015-07,50,1000,0
96528,05,2014-08,50,100,0
97881,05,2015-07,50,600,1
99624,27,2013-09,350,1000,0
99624,05,2013-09,350,1000,0
100185,27,2013-09,2000,4000,0
100185,05,2013-09,2000,4000,0
100223,05,2014-10,30,100,1
101212,05,2015-02,2220,2920,0
103524,05,2013-09,100,500,0
103524,27,2013-09,100,500,0
103524,05,2013-09,100万元,500万元,0
103524,27,2013-09,100万元,500万元,0
103524,05,2013-09,100,500,0
103524,27,2013-09,100,500,0
103524,05,2013-09,100万元,500万元,0
103524,27,2013-09,100万元,500万元,0
103893,27,2013-12,30,50,1
104821,05,2014-12,100,1500,0
106754,05,2015-05,10,100,0
107839,05,2014-09,3,100,0
108543,05,2015-01,10,100,0
108982,05,2015-01,50,500,1
109108,05,2015-07,100,500,1
109215,05,2015-05,100,1000,0
109748,05,2015-03,100,500,0
109911,05,2013-12,10,60,1
109911,27,2013-12,10,60,1
110054,05,2014-06,50,500,0
111043,05,2015-02,650万元,1298.2255万元,0
115155,05,2015-01,100,300,0
115610,05,2014-04,3,100,0
117253,05,2013-10,50,500,1
117253,27,2013-10,10,500,1
117303,05,2015-06,10,100,0
117587,05,2014-07,3,50,0
119419,05,2014-05,3,30,0
119419,05,2014-05,3万元,30万元,0
119419,05,2014-05,3万元,30万元,0
119419,05,2014-05,3,30,0
119419,05,2014-05,3万元,30万元,0
119419,05,2014-05,3万元,30万元,0
120932,05,2014-10,500,10000,0
120932,05,2014-03,50,500,0
121465,05,2015-04,1000,1120,0
121465,05,2015-01,100,1000,0
121632,05,2015-01,15,100,0
122213,05,2015-01,30,200,0
122773,05,2015-08,10,100,1
122773,05,2015-08,10万元,100万元,1
122773,05,2015-08,10,100,1
122773,05,2015-08,10万元,100万元,1
124394,05,2015-02,3,100,0
124621,05,2014-08,50,600,0
124621,05,2015-07,600,2000,0
125182,05,2014-12,50,1000,0
126332,05,2015-08,100,500,1
126490,05,2014-09,545万元,612.36万元,0
126490,05,2014-06,360万元,545万元,0
126490,05,2015-04,612.36万元,672.84万元,0
126852,05,2014-04,50,1000,0
126860,05,2015-05,200,1000,0
127106,05,2014-12,50,260,0
127851,05,2014-07,10,100,0
131061,05,2014-03,10,100,0
134441,05,2014-04,50,1050,0
135902,05,2015-01,3,20,0
136365,05,2014-05,50,1000,0
136367,05,2014-09,50,100,0
139465,05,2015-06,200,1000,0
139623,05,2014-06,300,2000,0
139849,27,2013-12,300,1080,0
139849,05,2013-12,300,1080,0
140162,05,2014-11,100,500,0
140162,05,2014-11,100,500,0
140762,05,2014-04,3,200,0
143426,05,2014-06,10,100,1
143985,05,2015-02,10,10.5263,0
143985,05,2015-07,10.5263,100,0
144118,05,2015-08,10,50,0
145306,05,2014-08,3,500,0
145669,05,2015-08,100,1000,0
145669,05,2015-08,100万元,1000万元,0
145669,05,2015-08,100,1000,0
145669,05,2015-08,100万元,1000万元,0
145743,05,2014-07,3,10,0
146178,05,2015-04,50,90,1
147012,05,2015-03,10,100,0
149074,05,2015-05,30,500,0
150211,05,2014-10,50,200,0
150807,05,2014-06,50,60,0
152054,05,2015-02,100,125,0
152065,05,2015-04,10,100,0
152149,05,2015-05,50,200,1
152679,05,2014-10,4.185,4.885,0
153290,05,2014-06,50,200,0
154911,27,2014-01,85,1060,0
154911,05,2014-01,85,1060,0
154946,27,2013-11,3,3000,0
154946,05,2013-11,3,3000,0
156820,05,2015-05,100,1000,0
157051,05,2014-03,100,200,0
157269,05,2014-09,50,500,0
157619,05,2015-02,10,100,0
158125,05,2013-11,100,1050,0
158125,27,2013-11,100,1050,0
158633,05,2014-05,30,100,0
159591,27,2013-12,190.5,415.5,0
159902,05,2015-01,3,100,0
160094,05,2014-05,100,500,0
160460,27,2013-10,50万元,300万元,0
160460,05,2014-09,300万元,15000万元,0
160460,05,2013-10,50万元,300万元,0
160984,05,2014-01,10,100,0
160984,27,2014-01,10,100,0
162202,05,2015-03,1050,5000,0
163788,05,2015-06,3,200,0
163867,05,2014-12,200,3,0
165014,05,2014-03,10,202,0
165117,27,2013-12,50,100,0
165117,05,2013-12,50,100,0
165329,05,2014-12,50,300,0
166797,05,2015-02,10,500,1
166797,27,2015-02,10,500,1
166850,05,2014-08,300,1000,0
166911,05,2014-11,20,300,0
167501,05,2014-02,100,1000,0
167501,27,2014-02,100,1000,0
168794,05,2015-07,100,49,0
168828,05,2013-11,315,47.253,0
169593,05,2014-03,10,100,0
169798,05,2014-05,30,100,0
172588,05,2014-08,10,500,0
172787,05,2015-01,2100,10000,0
172787,05,2013-09,1000,2100,0
172787,27,2013-09,1000,2100,0
174957,05,2015-05,500,1000,0
174957,05,2015-05,500,1000,0
175080,27,2013-12,50万元,58.8235万元,0
175080,05,2013-12,50万元,58.8235万元,0
175080,05,2014-03,58.8235万元,1000万元,0
175080,05,2014-08,1000万元,1030万元,0
175398,05,2014-04,50,500,0
176056,05,2015-01,500,1000,0
178724,05,2014-07,10,100,1
179805,05,2015-04,10,999,0
181406,05,2014-01,400,200,0
181406,27,2014-01,100,200,0
182041,05,2014-12,1,30,0
184559,05,2014-06,,10,1
186605,05,2015-05,100,1000,0
187122,05,2015-06,50,300,1
187706,05,2014-09,800,808,0
188160,05,2014-05,100,2000,0
188203,05,2014-03,50,500,0
189791,05,2014-09,10,500,0
195623,27,2014-02,49.5,100,0
195858,05,2014-12,1000,10000,1
196103,27,2013-09,5,6,0
196103,05,2013-09,5,6,0
197284,27,2014-01,10,500,0
197284,05,2014-01,10,500,0
199177,05,2014-03,3,50,0
199231,05,2014-04,5,500,0
199308,05,2015-06,10,500,1
200459,05,2015-06,50,501,0
200914,05,2014-03,200,1000,0
200914,05,2014-03,200万元,1000万元,0
200914,05,2014-03,200,1000,0
200914,05,2014-03,200万元,1000万元,0
201845,05,2014-01,100,110,1
201845,27,2014-01,100,110,1
203229,05,2014-06,3,300,0
204050,27,2013-10,170725,171000,0
204424,05,2014-03,50,5000,0
206125,05,2013-12,10,110,0
206125,27,2013-12,10,110,0
207005,05,2015-08,50,100,0
207159,05,2014-06,3,100,0
207356,05,2015-06,110,200,0
207356,05,2015-03,60,110,0
207425,05,2014-07,100,500,0
208048,05,2015-05,3,50,0
208438,05,2015-04,500,1000,0
208474,05,2015-03,50,600,0
209077,05,2015-05,50,100,0
209154,05,2014-03,500,1000,0
209222,05,2015-08,10万元,13.0719万元,0
209337,05,2014-04,5,100,1
213774,05,2013-11,30,1000,0
213774,27,2013-11,30,1000,0
217231,05,2015-06,61,1000,0
217390,05,2015-03,50,500,1
217845,05,2014-11,100,200,0
217947,05,2014-07,100,150,0
218456,05,2014-08,2500,4151,0
218972,05,2015-04,100,550,0
219007,05,2015-05,20,1000,0
219517,05,2013-11,50,100,0
219517,27,2013-11,50,100,0
219517,05,2014-04,100,200,0
221771,05,2015-03,3,100,1
223794,05,2013-10,100,110,1
223794,27,2013-10,100,110,1
223794,05,2015-05,110,800,1
225361,27,2013-10,10,50,1
225361,05,2013-10,10,50,1
225369,05,2015-01,100,500,1
225369,05,2015-01,100万元,500万元,1
225369,05,2015-01,100,500,1
225369,05,2015-01,100万元,500万元,1
226116,05,2015-08,50,300,0
227072,05,2015-04,50,200,0
227369,05,2014-06,100,1000,0
229886,05,2015-08,10,500,0
233545,05,2014-06,100,500,0
233911,05,2014-06,200,1000,1
234227,05,2014-08,10,100,0
235594,05,2014-07,10,500,0
235651,05,2014-08,100,500,1
238339,05,2014-10,10,100,0
238339,05,2014-10,10万元,100万元,0
238339,05,2014-10,10,100,0
238339,05,2014-10,10万元,100万元,0
241550,05,2015-06,5000,10000,0
243222,05,2015-04,10,200,0
243433,05,2015-08,1071.43,1500,0
244561,05,2015-08,200,500,0
247322,05,2015-06,100,500,0
248696,05,2015-05,50,100,0
250213,05,2014-12,50,150,1
252196,05,2014-06,10,100,0
252196,05,2014-06,10万元,100万元,0
252196,05,2014-06,10,100,0
252196,05,2014-06,10万元,100万元,0
255091,05,2014-05,6,500,0
255761,05,2014-08,10,110,1
261068,05,2015-08,3,10,0
263216,05,2013-10,100,110,0
263216,27,2013-10,100,110,0
263753,05,2015-02,10,100,0
263928,05,2015-08,1000,16000,0
265235,05,2015-04,30,50,0
266821,05,2014-04,10,50,0
268331,05,2015-07,50,100,0
269858,05,2014-08,100,3000,0
270796,05,2014-04,100,500,0
271886,05,2014-10,100,600,0
272582,05,2014-04,50,200,0
272675,27,2014-01,3,50,0
272675,05,2014-01,3,50,0
273471,05,2015-05,5000,12000,0
275741,05,2013-12,100,103,1
275741,27,2013-12,100,103,1
276148,05,2015-08,300,800,0
276148,05,2014-06,50,300,0
276630,05,2015-06,200,5000,0
278214,05,2014-06,50,1000,0
278253,05,2015-04,100,200,0
278727,05,2014-09,30,100,0
279928,27,2013-09,100,2100,0
279928,05,2013-09,100,2100,0
280407,05,2014-12,100,1000,0
282084,05,2014-09,1000,3000,1
287567,05,2015-01,3,100,0
289511,05,2015-05,500,2000,0
290514,05,2014-06,100,230,0
292381,27,2014-01,500,1000,0
292381,05,2014-03,1000,2600,0
292381,05,2014-01,500,1000,0
293863,05,2015-03,100,200,0
294259,05,2014-04,2000,1977.73,0
296221,27,2014-01,200,1000,0
297941,05,2014-12,10,858,0
298397,05,2015-02,50,100,0
299654,27,2013-12,1125.2,5626,0
300196,05,2014-11,10,100,0
300576,05,2014-05,50,2000,0
304249,05,2015-03,100,67,1
305302,05,2013-09,10,100,1
305302,27,2013-09,10,100,1
308751,05,2013-11,50,750,0
308751,27,2013-11,50,750,0
309994,05,2014-08,2000,4000,0
311592,05,2014-12,50,1000,0
311592,05,2014-12,50万元,1000万元,0
311592,05,2014-12,50,1000,0
311592,05,2014-12,50万元,1000万元,0
312666,05,2014-10,50,200,0
313509,05,2014-12,5008,6008,1
313509,05,2014-03,1000,5008,1
313815,05,2014-05,50,300,0
315921,05,2015-06,30,100,0
319268,05,2015-06,3,500,1
319803,05,2015-01,2000,29000,0
320259,05,2015-05,300,500,0
320259,05,2015-01,100,300,0
320753,05,2014-11,50,100,0
320811,05,2014-12,100,1000,0
322535,27,2013-10,3,500,0
322535,05,2013-10,3,500,0
322730,05,2015-03,10,100,0
322980,05,2015-06,200,900,0
324546,05,2014-05,10,100,0
324901,05,2015-01,10,500,0
326476,05,2015-04,3,500,0
327071,27,2014-01,20,1000,0
327071,05,2014-01,100,1000,0
327148,27,2013-10,30,100,0
328334,05,2014-09,10,100,0
328644,05,2015-03,50,100,0
328644,05,2015-03,50万元,100万元,0
328644,05,2015-03,50,100,0
328644,05,2015-03,50万元,100万元,0
328766,05,2015-08,3000,8000,0
330089,27,2013-09,200,1000,0
330393,27,2014-02,0,15000,0
330568,05,2015-02,3,100,0
330986,05,2015-04,48,68,1
331011,05,2013-11,10,300,1
331011,27,2013-11,10,300,1
335990,27,2014-01,50,400,0
335990,05,2014-01,50,400,0
336112,27,2014-02,10,50,0
336194,05,2015-02,10,100,1
336233,05,2015-03,10,100,0
337456,05,2014-10,10,50,0
340623,05,2013-11,500,507,0
340623,27,2013-11,465,507,0
342866,05,2014-03,3,50,1
345437,05,2015-01,100,1000,0
347965,05,2014-06,50,200,0
350004,05,2015-06,100,500,0
351609,05,2014-09,508,5000,1
351609,05,2014-09,508万元,5000万元,1
351609,05,2014-09,508,5000,1
351609,05,2014-09,508万元,5000万元,1
352106,27,2013-12,500,700,0
352106,05,2013-12,500,1000,0
353207,27,2014-01,10,20,0
353207,05,2014-03,20,200,0
353207,05,2014-01,10,20,0
354414,05,2014-05,100万元,200万元,0
355583,05,2014-07,100,500,0
356254,27,2013-09,3,100,1
356254,05,2013-09,3,100,1
356254,27,2013-09,3万元,100万元,1
356254,05,2013-09,3万元,100万元,1
356254,27,2013-09,3,100,1
356254,05,2013-09,3,100,1
356254,27,2013-09,3万元,100万元,1
356254,05,2013-09,3万元,100万元,1
356371,05,2015-08,100,500,0
357832,05,2014-04,10,200,0
358803,05,2014-04,150,500,1
359932,05,2015-08,50,150,0
361386,05,2015-01,10,12,0
362488,05,2014-06,10,300,0
363702,05,2013-11,100,300,0
363702,27,2013-12,300,1000,0
363702,05,2013-12,300,1000,0
363702,27,2013-11,100,300,0
365822,05,2015-03,10,100,0
368412,05,2014-12,30,2000,0
369981,05,2015-06,200,470,1
370639,05,2015-07,50,1000,0
376630,05,2015-08,50,60,0
381706,05,2015-06,10,200,0
383087,05,2014-12,10,100,0
383373,05,2014-05,50,200,0
384030,05,2015-08,10,1000,0
384175,05,2015-07,3,500,1
384755,05,2015-08,20.08,1000,0
386193,05,2014-11,223.53,235.3,0
386193,05,2014-08,200,223.53,0
386405,27,2013-11,3,11,1
386405,05,2013-11,10,50,1
393251,05,2014-12,3,200,0
393551,05,2014-04,10,100,1
393587,05,2014-08,10,50,0
395158,05,2014-12,130,200,0
397158,05,2014-06,10,50,0
397158,05,2014-06,10万元,50万元,0
397158,05,2014-06,10,50,0
397158,05,2014-06,10万元,50万元,0
397698,05,2014-11,20,100,1
399588,27,2013-12,380,580,0
399588,05,2013-12,380,580,0
400817,05,2014-07,50,200,0
400948,05,2015-06,100,500,1
401162,05,2014-06,50,500,0
401484,05,2014-12,10,200,1
402781,27,2014-01,10,100,0
402781,05,2014-01,10,100,0
403408,05,2014-02,10,1000,0
403408,27,2014-02,10,1000,0
403601,05,2015-07,555.5万元,582.8961万元,0
403601,05,2014-08,500万元,555.5万元,0
403601,05,2014-08,500万元,555.5万元,0
403601,05,2015-07,555.5万元,582.8961万元,0
403878,05,2015-07,50,550,0
404233,05,2014-09,50,500,0
405085,27,2013-09,100,1000,0
405085,05,2013-09,100,1000,0
405406,05,2014-08,30,300,0
407717,05,2014-05,50,500,0
408907,05,2014-05,250,500,0
408991,05,2015-01,200,266.667,0
408991,05,2015-01,200万元,266.667万元,0
408991,05,2015-01,200,266.667,0
408991,05,2015-01,200万元,266.667万元,0
412125,05,2014-09,5000,10000,0
412149,05,2014-05,50,500,0
412358,27,2013-10,10,50,0
412358,05,2013-10,10,50,0
414286,05,2015-06,50,800,0
414722,27,2013-12,3,200,1
414722,05,2015-01,200,5000,1
414722,05,2013-12,3,200,1
415178,27,2014-02,0,10,0
415304,05,2014-10,100,2000,0
416337,05,2014-05,30,1050,0
418030,05,2014-09,50,200,0
419088,27,2014-02,100,1000,1
419088,05,2014-02,100,1000,1
422566,05,2015-05,3,100,0
422906,27,2013-10,30,100,1
422906,05,2014-06,100,110,1
422906,05,2013-10,30,100,1
423731,05,2014-10,10,100,0
424293,05,2014-08,10,50,1
425563,05,2014-09,100,200,0
426734,05,2014-03,10,1000,0
428934,05,2015-01,100,1000,0
429883,05,2013-09,50,150,0
429883,27,2013-09,50,150,0
431371,05,2014-12,50,200,1
431371,05,2014-12,50万元,200万元,1
431371,05,2014-12,50万元,200万元,1
431371,05,2014-12,50,200,1
431371,05,2014-12,50万元,200万元,1
431371,05,2014-12,50万元,200万元,1
432498,27,2013-11,10,50,0
432498,05,2013-11,10,50,0
432909,05,2015-01,100,1000,1
433879,05,2014-07,3,50,1
434053,05,2014-11,10,50,0
434145,05,2015-08,280,980,0
434816,05,2014-03,1007,2007,0
436085,05,2015-05,1500,6000,0
436814,05,2015-05,30,100,1
437421,05,2015-05,100,300,0
437436,05,2015-06,50,500,0
437480,05,2015-05,20,100,0
437480,05,2015-05,20万元,100万元,0
437480,05,2015-05,20,100,0
437480,05,2015-05,20万元,100万元,0
437758,05,2014-04,10,50,0
439631,05,2014-05,100,500,0
439631,05,2015-03,500,571.4286,0
439631,05,2015-03,500万元,571.4286万元,0
439631,05,2014-05,100万元,500万元,0
439631,05,2014-05,100,500,0
439631,05,2015-03,500,571.4286,0
439631,05,2015-03,500万元,571.4286万元,0
439631,05,2014-05,100万元,500万元,0
440321,05,2015-07,1000,4200,0
443324,05,2015-06,100,1000,1
447233,05,2014-07,10,100,1
448539,05,2015-02,50,300,1
450287,05,2015-06,50,200,0
451712,05,2014-11,3,300,0
451945,27,2014-02,110,100,0
451945,05,2014-02,110,100,0
452153,05,2015-06,50,200,0
452229,05,2013-11,200,500,0
452229,27,2013-11,200,500,0
452462,05,2013-09,2000,3000,0
452462,27,2013-09,2000,3000,0
452986,05,2014-10,146,121.66,0
453469,05,2015-02,50,500,0
454400,05,2013-11,50000,60000,0
454400,27,2013-11,50000,60000,0
454529,27,2014-02,10,60,0
454529,05,2014-02,10,60,0
455245,05,2014-09,50,500,0
456125,27,2013-09,50,100,0
456125,05,2013-09,50,100,0
456125,27,2013-09,50,100,0
456125,05,2013-09,50,100,0
456142,05,2013-10,10,200,0
456142,05,2014-10,200,2000,0
456142,27,2013-10,10,200,0
456785,05,2015-01,2,30,0
457254,05,2015-08,100,850,0
457493,05,2014-11,10,500,0
457887,27,2014-02,200,300,0
457887,27,2014-01,100,200,0
458487,27,2013-12,10,50,0
458487,05,2013-12,10,50,0
458767,05,2014-09,10,100,1
459594,05,2014-05,100,200,0
459959,05,2014-11,2500,10000,0
459959,27,2013-12,500,2500,0
459959,05,2013-12,500,2500,0
460818,05,2015-07,101,2001,0
460818,27,2013-12,50,101,0
460818,05,2013-12,50,101,0
461189,05,2015-02,10,500,0
461694,05,2014-09,500,600,0
461837,05,2014-03,50,100,0
463630,05,2015-07,100,50,0
464902,05,2014-10,10,100,0
465058,05,2015-01,10,1000,0
471430,05,2014-04,10,1000,1
472076,05,2015-08,600万元,1200万元,0
472742,05,2014-04,10,50,0
472797,05,2014-03,50,5000,0
472828,05,2013-11,50,500,0
472828,27,2013-11,50,500,0
472874,05,2014-08,3,10,0
474987,05,2013-10,100,2000,0
474987,27,2013-10,100,2000,0
477519,05,2014-05,10,50,0
478056,05,2014-06,10,100,0
481042,05,2014-10,100,1000,0
485191,05,2014-03,7.5,1005,0
485191,05,2014-01,10,7.5,0
485209,05,2015-01,100,200,0
485209,05,2014-03,10,100,0
487390,05,2015-07,400,571.4286,0
487390,05,2014-08,300,400,0
488621,05,2015-05,10,500,1
490230,05,2014-06,30,500,0
491853,05,2014-11,3,500,0
493846,05,2014-12,3,50,0
494573,05,2014-12,10,50,0
496714,05,2014-09,500,50,1
496914,27,2014-02,20,180,0
496914,05,2014-02,100,180,0
496914,05,2014-07,180,5000,0
497175,27,2014-01,3,1000,0
497175,05,2014-01,3,1000,0
498081,05,2014-12,50,1000,0
498919,27,2013-12,50,500,0
498919,05,2013-12,50,500,0
509351,05,2015-04,100,2000,0
509351,05,2015-04,100万元,2000万元,0
509351,05,2015-04,100,2000,0
509351,05,2015-04,100万元,2000万元,0
509460,05,2015-03,50,1000,0
509648,05,2015-06,120,1000,0
510063,05,2015-04,1192,9686.35,1
510896,05,2015-07,500,1000,0
512206,05,2014-08,100,1000,0
513009,05,2014-09,1000,300,0
513009,05,2014-09,300,1000,0
513159,05,2014-07,3,20,0
514008,05,2014-03,75,150,1
514085,05,2015-02,300,450,0
514360,05,2013-10,3,50,0
514360,27,2013-10,3,50,0
515271,05,2014-10,48256,72384,0
515271,05,2014-06,41535,48256,0
516603,05,2013-10,150,1000,0
516603,27,2013-10,150,1000,0
516603,27,2013-10,150万元,1000万元,0
516603,05,2013-10,150万元,1000万元,0
516603,05,2013-10,150万元,1000万元,0
516603,27,2013-10,150万元,1000万元,0
516603,05,2013-10,150,1000,0
516603,27,2013-10,150,1000,0
516603,27,2013-10,150万元,1000万元,0
516603,05,2013-10,150万元,1000万元,0
516603,05,2013-10,150万元,1000万元,0
516603,27,2013-10,150万元,1000万元,0
516619,05,2014-07,110,500,0
517623,05,2015-05,10,200,0
517670,05,2014-05,3,50,1
517670,05,2014-05,3万元,50万元,1
517670,05,2014-05,3,50,1
517670,05,2014-05,3万元,50万元,1
518747,05,2014-08,600万元,1000万元,0
518747,05,2014-03,360万元,600万元,0
521825,05,2014-09,100,1000,0
523328,05,2014-07,3,100,0
524007,05,2015-05,1000,5000,0
524007,05,2015-05,1000万元,5000万元,0
524007,05,2015-05,1000万元,5000万元,0
524007,05,2015-05,1000,5000,0
524007,05,2015-05,1000万元,5000万元,0
524007,05,2015-05,1000万元,5000万元,0
525802,05,2015-08,500,3000,0
532,05,2014-08,50,500,0
1153,05,2014-05,200,2005,0
1153,27,2014-05,200,2005,0
2231,27,2014-01,50,300,0
2231,05,2014-01,50,300,0
3250,05,2015-06,1000,30000,0
4796,05,2014-09,100,500,0
5050,05,2015-01,10,990,0
6843,05,2015-04,10,100,0
8667,05,2014-07,10,50,1
10324,05,2014-09,60,100,0
10324,05,2015-04,100,300,0
11722,05,2014-03,10万元,100万元,0
13746,05,2015-06,1000,2000,1
15874,05,2015-05,50,500,0
16691,05,2015-06,3,500,0
18820,05,2015-03,50,100,1
20299,05,2014-07,190,200,0
20492,05,2014-07,10,50,0
20647,05,2015-08,10,200,0
20678,05,2014-01,10,50,0
20678,27,2014-01,10,50,0
22722,05,2014-07,3,50,0
24138,05,2014-01,10,100,0
24138,27,2014-01,10,100,0
24202,05,2015-05,10,100,1
24625,05,2014-10,50,308,0
24719,05,2014-09,10,200,0
24857,05,2015-04,100,500,0
25276,05,2014-06,10,2000,1
26866,05,2014-04,3,200,0
27346,05,2014-05,3,100,1
29535,05,2014-06,10,100,0
30443,27,2014-02,3,10,0
30642,05,2015-04,300,1000,0
31398,05,2015-03,500,3000,1
31787,05,2015-06,125,5000,0
31787,05,2015-03,100,125,0
32922,05,2014-12,50,100,0
32966,05,2014-05,2500,4000,0
33951,05,2014-06,10,100,1
34482,05,2014-12,150,150.1,0
35367,05,2014-12,20万元,900万元,0
37725,27,2013-11,100,1700,0
37725,05,2013-11,100,1700,0
38416,05,2015-07,100,175,0
39769,05,2015-01,50,59,0
39842,05,2013-10,50,1000,0
39842,27,2013-10,50,1000,0
40326,05,2015-04,10,500,1
40649,05,2015-02,3510,510,0
43451,05,2014-08,10,1000,0
44457,05,2014-08,50,200,0
45620,05,2013-12,100,505,0
45620,27,2013-12,100,505,0
48079,05,2014-07,50,18,0
48983,05,2015-04,50,500,1
48983,05,2014-04,10,50,1
51533,05,2015-03,100,1600,0
51566,05,2014-12,20,1052,1
