EID,TYPECODE,LAWDATE,LAWAMOUNT,TARGET
374010,102935028,2015-06-01,1819400,1
374010,102934983,2015-06-01,2925500,1
383535,81388221,2014-05-01,13500,0
383535,87814338,2014-09-01,29900,0
383535,91751845,2014-09-01,11000,0
383535,91751834,2014-09-01,11000,0
383535,91751839,2014-09-01,11000,0
383535,91751830,2014-09-01,29900,0
383535,91751061,2014-05-01,13500,0
383535,101091057,2015-05-01,18700,0
383535,104600286,2015-07-01,9300,0
383535,105602302,2015-08-01,9300,0
383535,110608442,2015-07-01,9600,0
383535,103045669,2015-05-01,18700,0
383535,105602309,2015-08-01,9300,0
383535,103946295,2015-01-01,13700,0
383535,91751855,2014-09-01,11000,0
383535,104600294,2015-07-01,9600,0
383535,91751848,2014-09-01,11000,0
383535,87814354,2014-09-01,11000,0
383535,105251865,2015-08-01,9300,0
383535,104468916,2015-07-01,14000,0
383535,87814348,2014-09-01,11000,0
383535,87814344,2014-09-01,11000,0
383535,105251867,2015-08-01,9300,0
383535,87814346,2014-09-01,11000,0
383535,104600273,2015-07-01,9600,0
383535,87814350,2014-09-01,11000,0
383535,103946300,2015-01-01,12700,0
383535,111873228,2015-07-01,14000,0
383535,105267882,2015-07-01,14000,0
383535,105251869,2015-08-01,9300,0
383644,100547313,2015-04-01,5900,1
383644,99588156,2015-04-01,18500,1
383644,111875256,2015-04-01,5900,1
383644,99588160,2015-04-01,13200,1
383644,99619148,2015-04-01,2200,1
383644,99588158,2015-04-01,10400,1
398530,75061974,2014-01-01,34300,0
398909,106065582,2015-08-01,0,0
398909,108951941,2015-08-01,0,0
403998,85273427,2014-08-01,980000,0
403998,92417296,2014-09-01,980000,0
403998,86797459,2014-09-01,980000,0
403998,97796541,2014-08-01,980000,0
404710,86798056,2014-03-01,67400,0
404710,91690383,2014-03-01,67400,0
411856,97933908,2014-12-01,5024600,1
412659,60445849,2013-01-01,9400,0
420233,101305560,2015-05-01,1650000,0
420233,108831953,2014-12-01,25477100,0
420233,112410387,2015-01-01,591588900,0
420233,83513856,2014-06-01,98952900,0
420233,92420963,2014-11-01,36835300,0
420233,86801291,2014-09-01,2816000,0
420233,99913109,2015-04-01,21397300,0
420233,11500555,2014-06-01,98952900,0
421428,76446211,2014-02-01,327200,0
424985,96438912,2015-01-01,82527200,0
425745,103019155,2015-06-01,327300,0
425745,102528379,2015-06-01,327300,0
428502,73352894,2013-10-01,234800,1
428502,85272427,2014-08-01,50000,1
428502,117035952,2015-06-01,2189600,1
428502,66084403,2013-05-01,4359700,1
428502,93876753,2014-12-01,74900,1
428502,91786867,2014-08-01,50000,1
428502,110504717,2014-12-01,74900,1
440315,101090082,2015-04-01,3000,0
440315,101090084,2015-04-01,2000,0
443721,76427717,2014-02-01,900,0
443721,76427719,2014-02-01,900,0
443721,76427579,2014-01-01,5200,0
443721,93535725,2014-12-01,9700,0
443721,91895888,2014-09-01,22800,0
443721,93701895,2014-12-01,28600,0
443721,93702003,2014-12-01,14500,0
443721,85391029,2014-08-01,37200,0
443721,85551913,2014-09-01,22800,0
443721,91675246,2014-05-01,3000,0
443721,80068378,2014-02-01,900,0
443721,97789730,2014-09-01,22800,0
443721,91895837,2014-08-01,37200,0
443721,80068382,2014-02-01,900,0
443721,81325055,2014-05-01,3000,0
443721,80344758,2014-01-01,5200,0
448430,73327360,2013-11-01,51100,0
463969,97995448,2015-01-01,3568300,1
470969,101737450,2015-04-01,1325600,0
470969,101088826,2015-04-01,1325600,0
471540,66080550,2012-10-01,240000,0
471781,99915915,2015-04-01,4000,0
473456,75077308,2014-02-01,0,0
473456,80125620,2014-04-01,9000,0
473456,80125618,2014-04-01,11000,0
473456,97523508,2015-03-01,216800,0
473456,107677182,2015-03-01,216800,0
473456,101049208,2015-03-01,216800,0
473456,79283201,2014-03-01,131600,0
473456,79330231,2014-04-01,133100,0
474463,91787042,2014-09-01,17000,1
474463,85551894,2014-09-01,17000,1
474463,85551955,2014-09-01,20900,1
474463,91787101,2014-09-01,20900,1
476827,81378704,2014-05-01,3000,0
477352,91690738,2014-07-01,10400,0
478581,75010849,2013-12-01,88600,1
478581,81339518,2013-12-01,88600,1
480165,93814251,2014-12-01,1130200,0
494729,102071264,2015-05-01,25100,0
494729,102153246,2015-06-01,54000,0
494729,111903838,2015-04-01,2693900,0
494729,111903260,2015-03-01,160000,0
494729,111903250,2015-03-01,70500,0
494729,111903236,2015-03-01,1158000,0
494729,111903370,2015-03-01,1219200,0
494729,111903328,2015-03-01,1008000,0
494729,111903289,2015-03-01,2011400,0
494729,111903274,2015-03-01,1008000,0
494729,101090248,2015-05-01,403400,0
494729,98908447,2015-03-01,500000,0
494729,98908246,2015-03-01,9800,0
494729,98908230,2015-03-01,1961200,0
494729,76437695,2013-12-01,34200,0
494729,76437698,2013-12-01,23800,0
494729,99589411,2015-04-01,172100,0
494729,106927342,2015-08-01,21900,0
494729,100468611,2015-04-01,239900,0
494729,106298686,2015-08-01,6500,0
494729,108892761,2015-07-01,1055300,0
494729,108889041,2015-06-01,50600,0
494729,99635521,2015-04-01,871700,0
494729,111390589,2015-05-01,10000,0
494729,103945168,2015-04-01,172100,0
494729,106298688,2015-08-01,3000,0
494729,100643965,2015-04-01,111300,0
494729,111391581,2015-08-01,10000,0
494729,106298684,2015-08-01,6500,0
494729,108953459,2015-08-01,8000,0
494729,111389551,2015-01-01,155500,0
494729,101230430,2015-05-01,60000,0
494729,108866252,2015-08-01,84800,0
494729,111389582,2015-02-01,14400,0
494729,101093111,2015-05-01,4600700,0
494729,111390884,2015-05-01,119700,0
494729,101655099,2015-05-01,1009400,0
494729,99635527,2015-04-01,270000,0
494729,100690719,2015-04-01,111400,0
494729,111389515,2015-01-01,728600,0
494729,111391403,2015-06-01,1369800,0
494729,99416849,2015-03-01,665600,0
494729,111391175,2015-05-01,242500,0
494729,111405249,2015-05-01,584900,0
494729,112471397,2015-03-01,1219200,0
494729,111390084,2015-04-01,1400,0
494729,111390958,2015-05-01,1009400,0
494729,101090226,2015-04-01,2693900,0
494729,100245097,2015-04-01,967800,0
494729,92404842,2014-11-01,4258700,0
494729,111390494,2015-05-01,240500,0
494729,99440439,2015-04-01,627400,0
494729,100499329,2015-04-01,77000,0
494729,108953428,2015-08-01,3500,0
494729,111391757,2015-08-01,21900,0
494729,100690710,2015-04-01,84300,0
494729,101093059,2015-05-01,887100,0
494729,111389631,2015-03-01,172100,0
494729,111391058,2015-05-01,323100,0
494729,111391450,2015-07-01,1055300,0
494729,106298696,2015-08-01,3500,0
494729,99095384,2015-03-01,172100,0
494729,99635525,2015-04-01,2168000,0
494729,111391304,2015-06-01,15800,0
494729,111405229,2015-03-01,1961200,0
494729,111391134,2015-05-01,328000,0
494729,106519003,2015-08-01,3000000,0
494729,101817781,2015-05-01,474500,0
494729,111391689,2015-08-01,9000,0
494729,111391552,2015-08-01,3000,0
494729,98908168,2015-03-01,2011400,0
494729,112471361,2015-03-01,2011400,0
494729,111391739,2015-08-01,16700,0
494729,111391262,2015-05-01,18200,0
494729,108953423,2015-08-01,10000,0
494729,100644038,2015-04-01,52700,0
494729,111389672,2015-03-01,9800,0
494729,99273665,2015-03-01,150000,0
494729,98095189,2015-02-01,14400,0
494729,101655097,2015-05-01,705400,0
494729,111389833,2015-04-01,131600,0
494729,101817815,2015-05-01,202200,0
494729,101090246,2015-05-01,605000,0
494729,111389607,2015-03-01,107400,0
494729,111391090,2015-05-01,202200,0
494729,106298736,2015-08-01,10000,0
494729,112471377,2015-03-01,1008000,0
494729,101093103,2015-05-01,10000,0
494729,85050630,2014-04-01,7000,0
494729,111405299,2015-08-01,3500,0
494729,101090345,2015-05-01,302900,0
494729,111391281,2015-05-01,25100,0
494729,99095338,2015-03-01,1008000,0
494729,111391797,2015-08-01,84800,0
494729,111389735,2015-03-01,81100,0
494729,108843031,2015-08-01,133500,0
494729,111391777,2015-08-01,30000,0
494729,111391638,2015-08-01,17000,0
494729,99095318,2015-03-01,70500,0
494729,99273619,2015-03-01,373800,0
494729,100468578,2015-04-01,91200,0
494729,111389695,2015-03-01,500000,0
494729,111390990,2015-05-01,474500,0
494729,108953463,2015-08-01,9000,0
494729,101817820,2015-05-01,242500,0
494729,111390440,2015-05-01,605000,0
494729,99095331,2015-03-01,1008000,0
494729,99096095,2015-03-01,73800,0
494729,111389904,2015-04-01,871700,0
494729,111391715,2015-08-01,12000,0
494729,108953451,2015-08-01,17000,0
494729,106298690,2015-08-01,10000,0
494729,101817803,2015-05-01,6039400,0
494729,111390345,2015-04-01,84300,0
494729,111389953,2015-04-01,1565100,0
494729,101817813,2015-05-01,323100,0
494729,99635523,2015-04-01,1565100,0
494729,111391023,2015-05-01,353300,0
494729,111389568,2015-02-01,10000,0
494729,96517030,2014-12-01,7400,0
494729,102673364,2015-05-01,6039400,0
494729,102684033,2015-05-01,9148900,0
494729,111389762,2015-03-01,373800,0
494729,111390411,2015-04-01,46600,0
494729,111390199,2015-04-01,12100,0
494729,111391241,2015-05-01,15900,0
494729,112471350,2015-03-01,1008000,0
494729,112471339,2015-03-01,160000,0
494729,112471928,2015-04-01,2693900,0
494729,112471332,2015-03-01,70500,0
494729,112406725,2015-08-01,3000000,0
494729,111390241,2015-04-01,239900,0
494729,111405262,2015-05-01,15700,0
494729,111391532,2015-08-01,6500,0
494729,111390915,2015-05-01,705400,0
494729,111390850,2015-05-01,60000,0
494729,111390380,2015-04-01,111400,0
494729,111405322,2015-08-01,133500,0
494729,111405278,2015-06-01,54000,0
494729,111405203,2015-01-01,9800,0
494729,111390465,2015-05-01,403400,0
494729,111390100,2015-04-01,252600,0
494729,111390059,2015-04-01,967800,0
494729,111389780,2015-03-01,150000,0
494729,111390159,2015-04-01,111300,0
494729,111391663,2015-08-01,10000,0
494729,111390269,2015-04-01,77000,0
494729,111389812,2015-03-01,665600,0
494729,111389793,2015-03-01,200000,0
494729,111390026,2015-04-01,270000,0
494729,111391607,2015-08-01,3500,0
494729,111390302,2015-04-01,52700,0
494729,111903346,2015-03-01,2915000,0
494729,111391675,2015-08-01,8000,0
494729,106711952,2015-08-01,133500,0
494729,106925681,2015-08-01,84800,0
494729,106298740,2015-08-01,9000,0
494729,106298734,2015-08-01,17000,0
494729,106298750,2015-08-01,12000,0
494729,106298682,2015-08-01,3500,0
494729,106298738,2015-08-01,8000,0
494729,106518995,2015-08-01,30000,0
494729,106518948,2015-08-01,16700,0
494729,101820043,2015-05-01,353300,0
494729,101090265,2015-05-01,240500,0
494729,101170446,2015-05-01,584900,0
494729,101304286,2015-05-01,119700,0
494729,100468570,2015-04-01,252600,0
494729,101888290,2015-05-01,9148900,0
494729,101092276,2015-04-01,46600,0
494729,101817817,2015-05-01,328000,0
494729,100385377,2015-04-01,1400,0
494729,100643967,2015-04-01,12100,0
494729,99095357,2015-03-01,107400,0
494729,99635519,2015-04-01,781500,0
494729,99273692,2015-03-01,200000,0
494729,99269589,2015-03-01,81100,0
494729,99546860,2015-04-01,334300,0
494729,98908451,2015-03-01,10100,0
494729,98908232,2015-03-01,1219200,0
494729,98908160,2015-03-01,160000,0
494729,99545708,2015-04-01,131600,0
494729,99095353,2015-03-01,2915000,0
494729,98908120,2015-03-01,1158000,0
494729,91763544,2014-10-01,16600,0
494729,85062436,2014-08-01,35000,0
494729,111390123,2015-04-01,91200,0
494729,111390531,2015-05-01,302900,0
494729,112471310,2015-03-01,1158000,0
494729,111390568,2015-05-01,887100,0
494729,111389990,2015-04-01,2168000,0
494729,91904428,2014-11-01,1522600,0
494729,111389865,2015-04-01,781500,0
494729,111405310,2015-08-01,6500,0
494729,111391424,2015-06-01,50600,0
494729,76438656,2014-03-01,7000,0
494729,111389715,2015-03-01,10100,0
496260,76442247,2014-02-01,20000,0
496260,79623392,2014-02-01,20000,0
496260,92713073,2014-02-01,20000,0
509648,61084096,2012-12-01,31000,0
516955,89292559,2014-11-01,53400,0
516955,97467352,2015-01-01,727900,0
516955,106661431,2015-08-01,494700,0
516955,103509086,2015-05-01,961100,0
516955,105257216,2015-06-01,511300,0
516955,103050183,2015-01-01,688600,0
516955,106067017,2015-07-01,700000,0
516955,102353980,2015-01-01,688600,0
516955,13825920,2015-05-01,961100,0
518844,75228893,2014-02-01,31800,1
518844,75228884,2014-02-01,21400,1
518844,75228847,2014-02-01,36600,1
522329,42300827,2012-09-01,15000,0
522329,62088602,2013-06-01,33300,0
522329,42300674,2012-09-01,20000,0
1893,80067398,2014-02-01,24300,0
1893,75059452,2014-02-01,24300,0
7421,108994442,2015-05-01,139500,0
7421,101889172,2015-05-01,139500,0
8964,60997993,2013-02-01,12900,0
8964,76459599,2014-01-01,25700,0
8964,76459594,2014-01-01,54700,0
8964,76459597,2014-01-01,38000,0
16345,85272598,2014-08-01,5500,1
16345,97789444,2014-08-01,5500,1
16453,105315941,2015-07-01,3000,0
16453,108816908,2015-07-01,3000,0
16453,104980028,2015-07-01,3100,0
16453,104980033,2015-07-01,3000,0
16453,111873245,2015-07-01,3100,0
29177,102695528,2015-06-01,60400,0
29177,61930424,2013-05-01,200000,0
31513,67915523,2013-06-01,7318400,0
36582,62133330,2013-04-01,567800,0
38673,101091232,2015-05-01,9100,0
53700,97776337,2014-12-01,45600,1
53700,97521580,2015-03-01,27400,1
53700,99066196,2015-03-01,8800,1
53700,99066371,2015-03-01,7100,1
53700,99028158,2015-01-01,7000,1
53700,101713075,2015-03-01,8800,1
53700,105966437,2015-08-01,39200,1
53700,105966440,2015-08-01,10400,1
53700,108826828,2015-03-01,8800,1
53700,96514257,2015-01-01,154600,1
53700,96514242,2015-01-01,47800,1
53700,96514468,2015-01-01,5000,1
53700,96514304,2015-01-01,788000,1
53700,96514259,2015-01-01,262500,1
53700,96514255,2015-01-01,107200,1
53700,108826832,2015-03-01,7100,1
53700,101682234,2015-02-01,203700,1
53700,96514311,2015-01-01,125600,1
53700,96572573,2015-02-01,10400,1
53700,105733424,2015-08-01,5000,1
53700,108826821,2015-03-01,27400,1
53700,43003288,2012-10-01,11300,1
53700,43002111,2012-10-01,9200,1
53700,62080632,2013-05-01,8900,1
53700,67909266,2013-07-01,10200,1
53700,108827438,2015-08-01,5000,1
53700,108827446,2015-08-01,39200,1
53700,108827450,2015-08-01,10400,1
53700,105966404,2015-08-01,5000,1
53700,105966421,2015-08-01,47800,1
55493,111973556,2015-07-01,116000,1
55493,104195702,2015-07-01,116000,1
55493,112199758,2015-07-01,116000,1
55493,108912108,2015-07-01,116000,1
56227,89105590,2014-09-01,1100,1
56227,109148301,2015-01-01,16600,1
56227,109148315,2015-01-01,16600,1
56227,109015239,2015-01-01,16600,1
58366,97787426,2014-06-01,2800,1
58366,92564828,2014-10-01,39700,1
58366,97932498,2014-12-01,13400,1
58366,81440102,2014-06-01,14900,1
58366,92417858,2014-06-01,14900,1
59051,85062411,2014-07-01,5500,0
59051,91792563,2014-07-01,5500,0
65510,87435793,2014-06-01,12800,0
65510,91710141,2014-06-01,12800,0
76570,100869664,2015-05-01,29900,0
76672,104981313,2015-07-01,24200,1
79149,96518638,2015-01-01,200600,0
79149,91750601,2014-10-01,198300,0
79149,97801229,2014-05-01,113200,0
79149,91763859,2014-04-01,9850000,0
79149,85062620,2014-07-01,154000,0
79149,80133876,2014-05-01,234200,0
79149,41933359,2012-09-01,16500,0
79149,42499000,2012-09-01,19000,0
79149,61083558,2013-01-01,68000,0
79149,72985269,2014-01-01,10000,0
79149,73370939,2013-08-01,316800,0
79149,91874847,2014-09-01,38000,0
79149,73370610,2013-06-01,22600,0
79149,76441058,2014-02-01,566800,0
79149,79640375,2014-03-01,198900,0
79149,73372133,2013-10-01,92400,0
79149,108954530,2015-01-01,1352300,0
79149,97688636,2015-03-01,180300,0
79149,79308656,2014-03-01,181700,0
79149,81333153,2014-05-01,113200,0
79149,73338578,2013-07-01,530000,0
79149,76441324,2014-03-01,3930000,0
79149,105242562,2015-01-01,11700,0
79149,79622963,2014-02-01,566800,0
79149,103928178,2015-07-01,45000,0
79149,92542499,2014-07-01,131200,0
79149,109028824,2014-03-01,181700,0
79149,108954622,2015-02-01,70000,0
79149,91750589,2014-10-01,58000,0
79149,91746684,2014-09-01,60000,0
79149,44305065,2012-09-01,147600,0
79149,62041798,2013-06-01,289500,0
79149,79629049,2014-03-01,3930000,0
79149,76441329,2014-03-01,198900,0
79149,83482933,2014-07-01,18500,0
79149,73366497,2013-08-01,182000,0
79149,85553241,2014-09-01,38000,0
79149,73371415,2013-09-01,47100,0
79149,83482925,2014-07-01,69700,0
79149,79519382,2014-01-01,10000,0
79149,79309880,2014-04-01,9850000,0
81064,97941803,2014-12-01,1034300,0
87339,91876057,2014-09-01,317300,1
87339,101303327,2015-05-01,54000,1
87339,87372463,2014-09-01,45400,1
87339,62156984,2013-06-01,107900,1
87339,62106294,2013-04-01,0,1
87339,99083570,2015-03-01,48500,1
87339,79557435,2014-01-01,47100,1
87339,43982314,2012-11-01,234900,1
87339,87813313,2014-09-01,317300,1
87339,91722244,2014-09-01,45400,1
87339,44381022,2012-11-01,121900,1
87339,86296791,2014-09-01,45400,1
89336,66084080,2013-04-01,5000,0
91234,100523386,2015-04-01,8100,0
91234,105734528,2015-04-01,8100,0
111213,61150087,2013-02-01,0,0
111213,44391669,2012-11-01,850000,0
111213,44440435,2012-11-01,850000,0
112335,76429203,2014-02-01,18900,0
130123,97934020,2014-12-01,25900,0
137229,102140313,2015-06-01,1071500,0
137506,91704516,2013-12-01,30700,1
137506,108812279,2014-09-01,8600,1
137506,109143430,2015-07-01,6600,1
137506,87811556,2014-09-01,8600,1
137506,91739001,2014-09-01,8600,1
137506,104195626,2015-07-01,6600,1
137506,87433724,2013-12-01,30700,1
139270,103428316,2015-06-01,24200,0
140054,102624125,2015-05-01,22400,0
140054,42511202,2012-09-01,3100,0
140054,103063736,2015-05-01,22400,0
140054,101542315,2015-05-01,22400,0
154108,100644685,2015-04-01,15000,0
154108,100644684,2015-04-01,15000,0
164379,91756644,2014-06-01,44100,0
164857,97769535,2014-10-01,196200,1
164857,91751906,2014-09-01,196200,1
164978,97933042,2014-08-01,1000,0
164978,85552522,2014-08-01,1000,0
171119,108957927,2015-07-01,1201000,0
171119,104416633,2015-07-01,1201000,0
173046,62341431,2013-05-01,0,0
174500,105083775,2015-07-01,0,0
181034,87811619,2014-09-01,60200,0
184086,92709221,2014-12-01,113600,0
186793,61166411,2013-04-01,75300,0
186793,61171350,2013-04-01,69800,0
186793,61171321,2013-04-01,61400,0
186793,97940763,2014-10-01,631900,0
186793,72850652,2013-12-01,52900,0
186793,72850284,2013-12-01,35000,0
186793,60937252,2013-03-01,47900,0
186793,60966976,2013-03-01,56400,0
186793,60973448,2013-03-01,72300,0
186793,60973940,2013-03-01,49400,0
186793,60666561,2013-01-01,57300,0
186793,61059039,2013-01-01,51900,0
186793,61060530,2013-01-01,58500,0
186793,61060002,2013-01-01,51900,0
186793,61059707,2013-01-01,53100,0
186793,60966806,2013-03-01,60900,0
186793,60967100,2013-03-01,65300,0
186793,81390765,2014-05-01,35000,0
209144,106924435,2015-08-01,100000,0
209144,108976856,2015-08-01,200000,0
209144,106924433,2015-08-01,200000,0
212560,66087377,2013-06-01,199100,0
213751,42478792,2012-09-01,0,1
222286,76445580,2013-10-01,56000,1
222286,84068291,2014-07-01,246800,1
222286,85373639,2013-10-01,951500,1
222286,85053950,2014-07-01,8500,1
222286,72945505,2013-10-01,951500,1
222286,91765181,2014-07-01,8500,1
222286,80323387,2013-10-01,56000,1
229680,99272730,2015-03-01,3200000,0
229680,99418769,2015-03-01,7458500,0
236872,86943036,2014-04-01,14000,1
236872,100871922,2015-05-01,8000,1
236872,75071822,2014-02-01,6200,1
236872,96486027,2015-01-01,10800,1
236872,83487670,2014-07-01,6100,1
236872,91696172,2014-04-01,14000,1
236872,91696161,2014-04-01,40600,1
236872,98061917,2015-03-01,107700,1
236872,96520338,2015-01-01,73500,1
236872,96520316,2015-01-01,31400,1
236872,83569221,2014-01-01,39200,1
236872,96486048,2015-01-01,22500,1
236872,85054744,2014-02-01,6200,1
236872,83570193,2014-07-01,11800,1
236872,75005454,2014-01-01,39200,1
236872,86943034,2014-04-01,40600,1
236872,111419353,2015-03-01,107700,1
236872,99974139,2015-04-01,15900,1
236872,99974141,2015-04-01,22000,1
236872,76449681,2013-12-01,12700,1
237949,91789212,2014-05-01,550000,0
237949,81386898,2014-05-01,550000,0
244834,61103030,2012-12-01,28000,0
244834,61103320,2013-03-01,28000,0
246481,104469999,2014-12-01,94200,0
254084,97801680,2014-07-01,0,0
254084,85041958,2014-07-01,0,0
257130,75012174,2014-01-01,82000,0
257130,91929574,2014-08-01,175500,0
